"year.group","mean","percent_05","percent_95","scenario","species"
2084,0.3441229196,0.25316474,0.439708785,"baseline","X2"
2085,0.3441230144,0.25316474,0.439708785,"baseline","X2"
2086,0.3441230768,0.25316474,0.439708785,"baseline","X2"
2087,0.3441231156,0.25316474,0.439708785,"baseline","X2"
2088,0.3441231304,0.25316474,0.439708785,"baseline","X2"
2089,0.344123128,0.25316474,0.439708785,"baseline","X2"
2090,0.3441231208,0.25316474,0.439708785,"baseline","X2"
2091,0.3441231124,0.25316474,0.439708785,"baseline","X2"
2092,0.3441231068,0.25316474,0.439708785,"baseline","X2"
2093,0.3441231064,0.25316474,0.439708785,"baseline","X2"
2094,0.344123114,0.25316474,0.439708785,"baseline","X2"
2095,0.3441231276,0.25316474,0.439708785,"baseline","X2"
2096,0.3441231436,0.25316474,0.439708785,"baseline","X2"
2097,0.3441231632,0.25316474,0.439708785,"baseline","X2"
2098,0.3441231828,0.25316474,0.439708785,"baseline","X2"
2099,0.3441232016,0.25316474,0.439708785,"baseline","X2"
2100,0.3441232156,0.25316474,0.439708785,"baseline","X2"
2012,0.1730190016,0.13599975,0.21418318,"RCP2","X2"
2013,0.1793105552,0.14018898,0.2223017,"RCP2","X2"
2014,0.1924078208,0.149378025,0.23923441,"RCP2","X2"
2015,0.2110588108,0.163816505,0.263946985,"RCP2","X2"
2016,0.2333741732,0.17978911,0.294014235,"RCP2","X2"
2017,0.2576592428,0.19581354,0.33196487,"RCP2","X2"
2018,0.2819917468,0.210981415,0.366477465,"RCP2","X2"
2019,0.3044421512,0.224168885,0.39904893,"RCP2","X2"
2020,0.323526546,0.23404482,0.431380115,"RCP2","X2"
2021,0.3379694548,0.241098015,0.456622305,"RCP2","X2"
2022,0.3470088072,0.246555935,0.475579275,"RCP2","X2"
2023,0.3510871344,0.24967726,0.479785755,"RCP2","X2"
2024,0.351457746,0.25139032,0.480437095,"RCP2","X2"
2025,0.3493281388,0.251991435,0.478291635,"RCP2","X2"
2026,0.3457924532,0.25104361,0.472647885,"RCP2","X2"
2027,0.3419468804,0.24966558,0.464928885,"RCP2","X2"
2028,0.338568088,0.248299375,0.45564415,"RCP2","X2"
2029,0.3359161936,0.24704768,0.450406335,"RCP2","X2"
2030,0.3340341576,0.245895295,0.447092995,"RCP2","X2"
2031,0.3329187056,0.24483148,0.44414168,"RCP2","X2"
2032,0.3324348096,0.24399944,0.442984305,"RCP2","X2"
2033,0.332300174,0.243468325,0.44384599,"RCP2","X2"
2034,0.3324009584,0.243115485,0.446319755,"RCP2","X2"
2035,0.3324845076,0.24273534,0.44743588,"RCP2","X2"
2036,0.3322877512,0.24217849,0.44813723,"RCP2","X2"
2037,0.3318790048,0.241579875,0.44801471,"RCP2","X2"
2038,0.3313112284,0.2409789,0.44762564,"RCP2","X2"
2039,0.330717626,0.24050908,0.44712206,"RCP2","X2"
2040,0.3301056144,0.240086915,0.44651451,"RCP2","X2"
2041,0.3291979128,0.239479395,0.445458565,"RCP2","X2"
2042,0.3283691264,0.238919765,0.44445099,"RCP2","X2"
2043,0.3278482992,0.23855754,0.443799635,"RCP2","X2"
2044,0.3275323368,0.23832263,0.44339397,"RCP2","X2"
2045,0.327737992,0.23845981,0.443671215,"RCP2","X2"
2046,0.3280291152,0.238649725,0.44407623,"RCP2","X2"
2047,0.3279928508,0.2385769,0.44407219,"RCP2","X2"
2048,0.3276585028,0.23828811,0.443677405,"RCP2","X2"
2049,0.3270493972,0.23781392,0.442901625,"RCP2","X2"
2050,0.326334764,0.23726962,0.44196442,"RCP2","X2"
2051,0.3259099024,0.236929305,0.44143657,"RCP2","X2"
2052,0.3256288168,0.236696825,0.44112775,"RCP2","X2"
2053,0.3251395792,0.236307595,0.440604005,"RCP2","X2"
2054,0.3246484276,0.235910775,0.44008567,"RCP2","X2"
2055,0.3241361172,0.235495875,0.439521715,"RCP2","X2"
2056,0.3235808592,0.23504502,0.43890399,"RCP2","X2"
2057,0.3232081468,0.23472567,0.43852282,"RCP2","X2"
2058,0.3231089736,0.23460858,0.438488865,"RCP2","X2"
2059,0.3231047964,0.23455949,0.438584805,"RCP2","X2"
2060,0.3230726408,0.234484755,0.43865187,"RCP2","X2"
2061,0.323035956,0.23441398,0.438699595,"RCP2","X2"
2062,0.3228118528,0.23422088,0.43849281,"RCP2","X2"
2063,0.3226566472,0.234082665,0.43833672,"RCP2","X2"
2064,0.322924154,0.234259215,0.43867252,"RCP2","X2"
2065,0.3231594692,0.234422575,0.43898221,"RCP2","X2"
2066,0.3230443964,0.234332155,0.43888588,"RCP2","X2"
2067,0.3226971016,0.23408052,0.438474675,"RCP2","X2"
2068,0.3225268176,0.23396359,0.43822339,"RCP2","X2"
2069,0.3227186144,0.23410619,0.43841268,"RCP2","X2"
2070,0.3229955088,0.234302535,0.43875989,"RCP2","X2"
2071,0.3232124308,0.23445098,0.43907554,"RCP2","X2"
2072,0.3236981256,0.234791565,0.43971491,"RCP2","X2"
2073,0.3244013236,0.235300305,0.44059175,"RCP2","X2"
2074,0.3248362088,0.235625495,0.44113145,"RCP2","X2"
2075,0.3249150928,0.235702675,0.441218865,"RCP2","X2"
2076,0.3247937884,0.235645405,0.441018245,"RCP2","X2"
2077,0.3246804904,0.23560061,0.440792775,"RCP2","X2"
2078,0.3246329192,0.235599995,0.440654045,"RCP2","X2"
2079,0.324641586,0.23563432,0.440606355,"RCP2","X2"
2080,0.3248205456,0.23578633,0.44078355,"RCP2","X2"
2081,0.325256682,0.23611725,0.441293225,"RCP2","X2"
2082,0.3255821776,0.236365645,0.4416886,"RCP2","X2"
2083,0.3256529036,0.2364261,0.44177854,"RCP2","X2"
2084,0.3258407736,0.236570765,0.44198803,"RCP2","X2"
2085,0.3261731956,0.23682836,0.442348675,"RCP2","X2"
2086,0.3264036264,0.237016515,0.442591955,"RCP2","X2"
2087,0.3263119876,0.236974585,0.442456145,"RCP2","X2"
2088,0.3260284164,0.23679623,0.442074905,"RCP2","X2"
2089,0.3258326624,0.236685305,0.441772955,"RCP2","X2"
2090,0.3256583192,0.23658677,0.44150539,"RCP2","X2"
2091,0.3256270168,0.236575905,0.44145202,"RCP2","X2"
2092,0.3258240888,0.23671719,0.44170809,"RCP2","X2"
2093,0.3260029508,0.236840475,0.441955345,"RCP2","X2"
2094,0.326035962,0.23685364,0.44202535,"RCP2","X2"
2095,0.3259590316,0.23678566,0.441946305,"RCP2","X2"
2096,0.3256998304,0.23658969,0.4416272,"RCP2","X2"
2097,0.3252228976,0.23623582,0.44103835,"RCP2","X2"
2098,0.3246918876,0.235841665,0.440375205,"RCP2","X2"
2099,0.3245020816,0.235693305,0.440123435,"RCP2","X2"
2100,0.3246335508,0.235777895,0.440284865,"RCP2","X2"
2012,0.1730531544,0.130177295,0.20880539,"RCP4","X2"
2013,0.1790650604,0.134195765,0.216628205,"RCP4","X2"
2014,0.1917492964,0.14303787,0.232935615,"RCP4","X2"
2015,0.20991584,0.155609615,0.256802265,"RCP4","X2"
2016,0.2314669876,0.170180885,0.28425352,"RCP4","X2"
2017,0.2547759564,0.18506925,0.31614922,"RCP4","X2"
2018,0.278220732,0.198479795,0.347337645,"RCP4","X2"
2019,0.3000424204,0.211310985,0.37909091,"RCP4","X2"
2020,0.3185128376,0.22045331,0.408188945,"RCP4","X2"
2021,0.3323866488,0.228530565,0.42655017,"RCP4","X2"
2022,0.3413203332,0.233300005,0.441782385,"RCP4","X2"
2023,0.3456473556,0.23685828,0.44687068,"RCP4","X2"
2024,0.3460308352,0.23746963,0.44489498,"RCP4","X2"
2025,0.3434891916,0.23712047,0.43717615,"RCP4","X2"
2026,0.3394177568,0.23603565,0.43026437,"RCP4","X2"
2027,0.335023832,0.23463133,0.42456617,"RCP4","X2"
2028,0.3312196016,0.233165595,0.417687425,"RCP4","X2"
2029,0.3283969928,0.23182269,0.412445615,"RCP4","X2"
2030,0.3265309816,0.230667995,0.408633305,"RCP4","X2"
2031,0.3252639144,0.229585205,0.405347375,"RCP4","X2"
2032,0.3241244116,0.22837891,0.40329885,"RCP4","X2"
2033,0.32298773,0.227075775,0.40393743,"RCP4","X2"
2034,0.321908512,0.225804285,0.40480621,"RCP4","X2"
2035,0.3209603892,0.2246791,0.40415859,"RCP4","X2"
2036,0.3200239444,0.223654225,0.403430035,"RCP4","X2"
2037,0.3185758836,0.22238328,0.40195348,"RCP4","X2"
2038,0.316605646,0.22084786,0.39973219,"RCP4","X2"
2039,0.3145471684,0.21932751,0.39732189,"RCP4","X2"
2040,0.3125365408,0.217878595,0.394917295,"RCP4","X2"
2041,0.3106566472,0.216524335,0.392907715,"RCP4","X2"
2042,0.3089055996,0.21525031,0.391092375,"RCP4","X2"
2043,0.3069855132,0.213849355,0.38903852,"RCP4","X2"
2044,0.3046305952,0.212130865,0.386437905,"RCP4","X2"
2045,0.3022817432,0.21039541,0.38378145,"RCP4","X2"
2046,0.3003576616,0.20893052,0.381566245,"RCP4","X2"
2047,0.2989894932,0.20782067,0.38000161,"RCP4","X2"
2048,0.2980779496,0.20701465,0.379009315,"RCP4","X2"
2049,0.2970660744,0.20615021,0.37795064,"RCP4","X2"
2050,0.2953853892,0.204846175,0.37614192,"RCP4","X2"
2051,0.292815982,0.202953115,0.373276275,"RCP4","X2"
2052,0.289609446,0.200629405,0.369609555,"RCP4","X2"
2053,0.2861399164,0.198114285,0.36560286,"RCP4","X2"
2054,0.282725636,0.195613775,0.36171233,"RCP4","X2"
2055,0.2793998168,0.193153425,0.357950895,"RCP4","X2"
2056,0.2764535272,0.190927025,0.3548874,"RCP4","X2"
2057,0.274436044,0.18930575,0.35304018,"RCP4","X2"
2058,0.2731476808,0.188167595,0.35207309,"RCP4","X2"
2059,0.2718639648,0.18703085,0.351327785,"RCP4","X2"
2060,0.2697756544,0.18551651,0.3497799,"RCP4","X2"
2061,0.2669460224,0.183569645,0.34730603,"RCP4","X2"
2062,0.2639087684,0.181501955,0.34407163,"RCP4","X2"
2063,0.2610408568,0.179536575,0.34093382,"RCP4","X2"
2064,0.2584351384,0.177738315,0.338090495,"RCP4","X2"
2065,0.255967068,0.17602979,0.335422745,"RCP4","X2"
2066,0.2537090052,0.17445899,0.33300154,"RCP4","X2"
2067,0.251700934,0.173049215,0.33087856,"RCP4","X2"
2068,0.2499930896,0.1718282,0.32911878,"RCP4","X2"
2069,0.2485208784,0.17057307,0.32764014,"RCP4","X2"
2070,0.2469899056,0.16918531,0.325980255,"RCP4","X2"
2071,0.2451316128,0.16760285,0.324000565,"RCP4","X2"
2072,0.2431240064,0.16595209,0.321837475,"RCP4","X2"
2073,0.2410278516,0.164268125,0.319420525,"RCP4","X2"
2074,0.2388676104,0.16253539,0.31690558,"RCP4","X2"
2075,0.2371754808,0.160769575,0.314936265,"RCP4","X2"
2076,0.2362614836,0.15950172,0.31389256,"RCP4","X2"
2077,0.2357779264,0.158514445,0.3134133,"RCP4","X2"
2078,0.2350480472,0.15738017,0.31272584,"RCP4","X2"
2079,0.2337845844,0.15594155,0.311440455,"RCP4","X2"
2080,0.231784284,0.15434451,0.30919389,"RCP4","X2"
2081,0.2291584244,0.152388965,0.306097105,"RCP4","X2"
2082,0.2261787716,0.15019001,0.302485645,"RCP4","X2"
2083,0.2233562068,0.14806615,0.299190985,"RCP4","X2"
2084,0.2212375908,0.146379725,0.296810825,"RCP4","X2"
2085,0.2197582636,0.145068115,0.29522391,"RCP4","X2"
2086,0.2188158088,0.14406272,0.29434458,"RCP4","X2"
2087,0.2183970192,0.143369285,0.294162975,"RCP4","X2"
2088,0.2182871008,0.142850615,0.294402295,"RCP4","X2"
2089,0.2177715708,0.141980895,0.294199165,"RCP4","X2"
2090,0.216613202,0.14074708,0.29325988,"RCP4","X2"
2091,0.2152252384,0.139463115,0.29199118,"RCP4","X2"
2092,0.2141953064,0.138490945,0.291059965,"RCP4","X2"
2093,0.2140558216,0.13807159,0.29115336,"RCP4","X2"
2094,0.2149163392,0.138233345,0.29242599,"RCP4","X2"
2095,0.2163336932,0.138726305,0.29435923,"RCP4","X2"
2096,0.2175714104,0.139140785,0.296073735,"RCP4","X2"
2097,0.2180884164,0.139199255,0.29689209,"RCP4","X2"
2098,0.217690506,0.13882233,0.296528435,"RCP4","X2"
2099,0.2165089316,0.138070045,0.295136385,"RCP4","X2"
2100,0.2149007448,0.13712484,0.29312615,"RCP4","X2"
2012,0.1730356264,0.134336245,0.212357985,"RCP8","X2"
2013,0.1794553808,0.13934445,0.22036771,"RCP8","X2"
2014,0.1925260772,0.149538015,0.23725923,"RCP8","X2"
2015,0.21106931,0.164945885,0.25999511,"RCP8","X2"
2016,0.2330202248,0.178863825,0.287983685,"RCP8","X2"
2017,0.2565649576,0.197059045,0.31952344,"RCP8","X2"
2018,0.2801463716,0.21313983,0.35465529,"RCP8","X2"
2019,0.3021293812,0.227620185,0.385060965,"RCP8","X2"
2020,0.3208108868,0.239809605,0.416998125,"RCP8","X2"
2021,0.3346299224,0.248757205,0.44182813,"RCP8","X2"
2022,0.3430638728,0.252620355,0.45585744,"RCP8","X2"
2023,0.3469215272,0.25477736,0.45622177,"RCP8","X2"
2024,0.3471548272,0.257855495,0.457592385,"RCP8","X2"
2025,0.3446857736,0.25793639,0.44258677,"RCP8","X2"
2026,0.340461056,0.25588416,0.43566021,"RCP8","X2"
2027,0.3357289288,0.253218195,0.42335784,"RCP8","X2"
2028,0.33157247,0.250828095,0.41583603,"RCP8","X2"
2029,0.3281594744,0.24869799,0.41128274,"RCP8","X2"
2030,0.3258002364,0.247048685,0.40892643,"RCP8","X2"
2031,0.3245746436,0.246005425,0.40944579,"RCP8","X2"
2032,0.3238816532,0.24514646,0.41046455,"RCP8","X2"
2033,0.3231124376,0.24405725,0.409852145,"RCP8","X2"
2034,0.3219733768,0.242598145,0.412838685,"RCP8","X2"
2035,0.3204912776,0.240893765,0.413584555,"RCP8","X2"
2036,0.3186286284,0.238963785,0.41351735,"RCP8","X2"
2037,0.3165666628,0.23695919,0.41266048,"RCP8","X2"
2038,0.3143338016,0.234908965,0.40960857,"RCP8","X2"
2039,0.3115277696,0.2324547,0.405453125,"RCP8","X2"
2040,0.3081159172,0.22954645,0.4008837,"RCP8","X2"
2041,0.3043897332,0.2263807,0.396285105,"RCP8","X2"
2042,0.300567318,0.22322627,0.39194993,"RCP8","X2"
2043,0.2962725612,0.21980574,0.387381435,"RCP8","X2"
2044,0.2913073972,0.21560025,0.38231894,"RCP8","X2"
2045,0.2863880224,0.21130032,0.377583475,"RCP8","X2"
2046,0.2820126468,0.207398085,0.37359637,"RCP8","X2"
2047,0.2779080528,0.203653065,0.37002842,"RCP8","X2"
2048,0.273820022,0.19982941,0.36588402,"RCP8","X2"
2049,0.2697898968,0.195987675,0.36163973,"RCP8","X2"
2050,0.2655773632,0.192002805,0.35719434,"RCP8","X2"
2051,0.260999558,0.187749575,0.35230295,"RCP8","X2"
2052,0.2558420588,0.182917665,0.346610105,"RCP8","X2"
2053,0.2497107148,0.177670155,0.33936535,"RCP8","X2"
2054,0.2428260592,0.17183068,0.3311631,"RCP8","X2"
2055,0.2354656596,0.16561478,0.322302885,"RCP8","X2"
2056,0.2279494812,0.15961313,0.313241515,"RCP8","X2"
2057,0.220552516,0.15335474,0.305044625,"RCP8","X2"
2058,0.2129100104,0.14712189,0.296223255,"RCP8","X2"
2059,0.2050394276,0.14109882,0.28659323,"RCP8","X2"
2060,0.1971265972,0.135031565,0.276883995,"RCP8","X2"
2061,0.189123554,0.128917615,0.267481775,"RCP8","X2"
2062,0.181006972,0.12228019,0.25916685,"RCP8","X2"
2063,0.1725955984,0.115936985,0.25094558,"RCP8","X2"
2064,0.16390243624,0.109050265,0.240501425,"RCP8","X2"
2065,0.1552593684,0.1018896,0.23100279,"RCP8","X2"
2066,0.14680952288,0.094270996,0.22298481,"RCP8","X2"
2067,0.13845334656,0.087586531,0.21519039,"RCP8","X2"
2068,0.1302650526,0.0810170495,0.206409715,"RCP8","X2"
2069,0.12252667848,0.074796428,0.1994752,"RCP8","X2"
2070,0.11541349328,0.0695324135,0.1939301,"RCP8","X2"
2071,0.108556448,0.0640234375,0.18574665,"RCP8","X2"
2072,0.10131550408,0.057354312,0.176830345,"RCP8","X2"
2073,0.09346240724,0.0505422655,0.166683005,"RCP8","X2"
2074,0.0853759762,0.0440428785,0.155482035,"RCP8","X2"
2075,0.0774509684,0.037846051,0.14506258,"RCP8","X2"
2076,0.06981284408,0.032428258,0.134427405,"RCP8","X2"
2077,0.06238362888,0.0272999285,0.123773685,"RCP8","X2"
2078,0.05506643788,0.0223327455,0.11304704,"RCP8","X2"
2079,0.048101349804,0.0175069785,0.10271204,"RCP8","X2"
2080,0.04181001594,0.0135322385,0.0934479725,"RCP8","X2"
2081,0.036220065156,0.010327412,0.085714033,"RCP8","X2"
2082,0.031205610472,0.0077084387,0.077735981,"RCP8","X2"
2083,0.026772791268,0.00579930565,0.0706571195,"RCP8","X2"
2084,0.022930856808,0.0043304773,0.0641451305,"RCP8","X2"
2085,0.01966456232,0.00317269235,0.058241153,"RCP8","X2"
2086,0.0168569177316,0.00230263305,0.052744972,"RCP8","X2"
2087,0.0144195560736,0.0016612232,0.047493266,"RCP8","X2"
2088,0.0123020649212,0.00118803185,0.0424243349999999,"RCP8","X2"
2089,0.010486972392,0.00084272381,0.0378305804999999,"RCP8","X2"
2090,0.0089442486204,0.0005922886,0.0335533325,"RCP8","X2"
2091,0.007625912934,0.000408490795,0.0294645835,"RCP8","X2"
2092,0.00648440882584,0.000274763925,0.025492527,"RCP8","X2"
2093,0.0055039980026,0.00018230649,0.021710383,"RCP8","X2"
2094,0.00469303816232,0.000120907545,0.018328844,"RCP8","X2"
2095,0.00402998906248,7.87464165e-05,0.0154315115,"RCP8","X2"
2096,0.0034837098338,5.08872455e-05,0.013081737,"RCP8","X2"
2097,0.00302043034864,3.25965165e-05,0.010994061,"RCP8","X2"
2098,0.002617887774288,2.0881935e-05,0.00910274049999999,"RCP8","X2"
2099,0.002275245497544,1.35915225e-05,0.00744045134999999,"RCP8","X2"
2100,0.001979501471108,8.78706905e-06,0.00598665275,"RCP8","X2"
2012,2.119075016,1.75020735,2.5499334,"baseline","X3"
2013,2.635827636,2.3012043,3.0384088,"baseline","X3"
2014,2.912442724,2.6196037,3.2409845,"baseline","X3"
2015,2.884188872,2.5463497,3.2182489,"baseline","X3"
2016,2.758847616,2.3719189,3.22166585,"baseline","X3"
2017,2.666096984,2.2188295,3.3203745,"baseline","X3"
2018,2.607899824,2.1200831,3.41525855,"baseline","X3"
2019,2.578987928,2.06929065,3.4742598,"baseline","X3"
2020,2.572927548,2.0621873,3.52283425,"baseline","X3"
2021,2.581269324,2.08050225,3.56281095,"baseline","X3"
2022,2.595648488,2.096179,3.5957279,"baseline","X3"
2023,2.60954474,2.1064424,3.62278585,"baseline","X3"
2024,2.619123076,2.11675665,3.6448871,"baseline","X3"
2025,2.623337312,2.1245678,3.66282595,"baseline","X3"
2026,2.623261552,2.12720845,3.6773193,"baseline","X3"
2027,2.620921032,2.12439455,3.68897505,"baseline","X3"
2028,2.618227336,2.12021045,3.6983054,"baseline","X3"
2029,2.616394632,2.11351515,3.7057412,"baseline","X3"
2030,2.61584194,2.1079476,3.71164425,"baseline","X3"
2031,2.616392452,2.10630915,3.7163149,"baseline","X3"
2032,2.61757358,2.1066429,3.72000145,"baseline","X3"
2033,2.618883904,2.1078752,3.72290765,"baseline","X3"
2034,2.61996268,2.1085827,3.72520055,"baseline","X3"
2035,2.620649156,2.11123965,3.72701055,"baseline","X3"
2036,2.620956752,2.1122657,3.72844295,"baseline","X3"
2037,2.62100186,2.1126086,3.72957905,"baseline","X3"
2038,2.620927908,2.11267075,3.73048415,"baseline","X3"
2039,2.620850556,2.11236985,3.73120625,"baseline","X3"
2040,2.62083304,2.11150095,3.7317851,"baseline","X3"
2041,2.620887788,2.11083985,3.7322488,"baseline","X3"
2042,2.62099376,2.11049945,3.7326219,"baseline","X3"
2043,2.621116952,2.1104591,3.73292095,"baseline","X3"
2044,2.621227192,2.1106179,3.7331626,"baseline","X3"
2045,2.621307084,2.1108546,3.73335485,"baseline","X3"
2046,2.62135312,2.11106965,3.73350825,"baseline","X3"
2047,2.621371964,2.11120665,3.7336319,"baseline","X3"
2048,2.621374988,2.11125425,3.7337298,"baseline","X3"
2049,2.62137298,2.11123235,3.73380805,"baseline","X3"
2050,2.621373436,2.11117265,3.7338692,"baseline","X3"
2051,2.62137952,2.11110905,3.73391815,"baseline","X3"
2052,2.62139078,2.1110624,3.73395655,"baseline","X3"
2053,2.621404832,2.1110412,3.73398685,"baseline","X3"
2054,2.62141882,2.1110434,3.73401105,"baseline","X3"
2055,2.621430604,2.11106015,3.73403025,"baseline","X3"
2056,2.621439176,2.1110808,3.73404445,"baseline","X3"
2057,2.621444452,2.11109735,3.73405655,"baseline","X3"
2058,2.62144714,2.11110605,3.7340662,"baseline","X3"
2059,2.621448368,2.111107,3.73407385,"baseline","X3"
2060,2.621448936,2.11110265,3.73407985,"baseline","X3"
2061,2.621449384,2.11109515,3.7340854,"baseline","X3"
2062,2.621450096,2.1110883,3.7340895,"baseline","X3"
2063,2.621451096,2.11108335,3.73409205,"baseline","X3"
2064,2.621452248,2.11108155,3.7340945,"baseline","X3"
2065,2.621453348,2.11108245,3.7340976,"baseline","X3"
2066,2.621454312,2.1110847,3.73409925,"baseline","X3"
2067,2.621455168,2.1110874,3.73409925,"baseline","X3"
2068,2.621455868,2.1110892,3.73409925,"baseline","X3"
2069,2.62145642,2.11109055,3.73409925,"baseline","X3"
2070,2.62145686,2.11109055,3.73409925,"baseline","X3"
2071,2.62145718,2.1110901,3.73409925,"baseline","X3"
2072,2.621457428,2.11108875,3.73409925,"baseline","X3"
2073,2.621457632,2.11108875,3.73409925,"baseline","X3"
2074,2.621457768,2.11108875,3.73409925,"baseline","X3"
2075,2.621457864,2.11108875,3.73409925,"baseline","X3"
2076,2.62145794,2.11108875,3.73409925,"baseline","X3"
2077,2.621457984,2.11108875,3.73409925,"baseline","X3"
2078,2.62145802,2.11108875,3.73409925,"baseline","X3"
2079,2.621458052,2.11108875,3.73409925,"baseline","X3"
2080,2.621458084,2.11108875,3.73409925,"baseline","X3"
2081,2.62145812,2.11108875,3.73409925,"baseline","X3"
2082,2.62145816,2.11108875,3.73409925,"baseline","X3"
2083,2.62145818,2.11108875,3.73409925,"baseline","X3"
2084,2.621458188,2.11108875,3.73409925,"baseline","X3"
2085,2.6214582,2.11108875,3.73409925,"baseline","X3"
2086,2.621458208,2.11108875,3.73409925,"baseline","X3"
2087,2.621458212,2.11108875,3.73409925,"baseline","X3"
2088,2.62145822,2.11108875,3.73409925,"baseline","X3"
2089,2.62145822,2.11108875,3.73409925,"baseline","X3"
2090,2.62145822,2.11108875,3.73409925,"baseline","X3"
2091,2.62145822,2.11108875,3.73409925,"baseline","X3"
2092,2.62145822,2.11108875,3.73409925,"baseline","X3"
2093,2.62145822,2.11108875,3.73409925,"baseline","X3"
2094,2.62145822,2.11108875,3.73409925,"baseline","X3"
2095,2.62145822,2.11108875,3.73409925,"baseline","X3"
2096,2.621458216,2.11108875,3.73409925,"baseline","X3"
2097,2.621458216,2.11108875,3.73409925,"baseline","X3"
2098,2.621458216,2.11108875,3.73409925,"baseline","X3"
2099,2.621458216,2.11108875,3.73409925,"baseline","X3"
2100,2.621458216,2.11108875,3.73409925,"baseline","X3"
2012,2.130185208,1.74646675,2.5206527,"RCP2","X3"
2013,2.660795584,2.32348205,3.0160205,"RCP2","X3"
2014,2.94993348,2.68267845,3.2234585,"RCP2","X3"
2015,2.921275348,2.56549435,3.2871876,"RCP2","X3"
2016,2.789337744,2.3215744,3.3413734,"RCP2","X3"
2017,2.688764884,2.12636625,3.46822315,"RCP2","X3"
2018,2.621394424,2.01216555,3.564835,"RCP2","X3"
2019,2.58531548,1.95082565,3.635228,"RCP2","X3"
2020,2.574669652,1.9279073,3.68333415,"RCP2","X3"
2021,2.579716268,1.9424425,3.72273635,"RCP2","X3"
